1.899999999999999911e+00 2.000000000000000000e+01 -1.133000000000000007e+00 -9.416000000000000369e+00
1.899999999999999911e+00 2.000000000000000000e+01 -8.814999999999999503e-01 -9.769000000000000128e+00
1.899999999999999911e+00 2.000000000000000000e+01 -6.988999999999999657e-01 -1.007000000000000028e+01
1.899999999999999911e+00 2.000000000000000000e+01 -5.578999999999999515e-01 -1.033999999999999986e+01
1.899999999999999911e+00 2.000000000000000000e+01 -4.442999999999999727e-01 -1.056000000000000050e+01
1.899999999999999911e+00 2.000000000000000000e+01 -3.501000000000000223e-01 -1.074000000000000021e+01
1.899999999999999911e+00 2.000000000000000000e+01 -2.700000000000000178e-01 -1.089000000000000057e+01
1.899999999999999911e+00 2.000000000000000000e+01 -2.006000000000000005e-01 -1.101999999999999957e+01
1.899999999999999911e+00 2.000000000000000000e+01 -1.396999999999999909e-01 -1.026999999999999957e+01
1.899999999999999911e+00 2.000000000000000000e+01 -8.544000000000000206e-02 -8.958000000000000185e+00
1.899999999999999911e+00 2.000000000000000000e+01 -3.663999999999999896e-02 -8.228999999999999204e+00
1.899999999999999911e+00 2.000000000000000000e+01 7.653000000000000080e-03 -7.671999999999999709e+00
1.899999999999999911e+00 2.000000000000000000e+01 4.816000000000000142e-02 -7.349000000000000199e+00
1.899999999999999911e+00 2.000000000000000000e+01 8.544000000000000206e-02 -7.131000000000000227e+00
1.899999999999999911e+00 2.000000000000000000e+01 1.199999999999999956e-01 -6.969000000000000306e+00
1.899999999999999911e+00 2.000000000000000000e+01 1.521000000000000130e-01 -6.841000000000000192e+00
1.899999999999999911e+00 2.000000000000000000e+01 1.821000000000000119e-01 -6.737000000000000099e+00
1.899999999999999911e+00 2.000000000000000000e+01 2.102999999999999869e-01 -6.650000000000000355e+00
1.899999999999999911e+00 2.000000000000000000e+01 2.368000000000000105e-01 -6.576999999999999957e+00
1.899999999999999911e+00 2.000000000000000000e+01 2.619000000000000217e-01 -6.514000000000000234e+00
1.899999999999999911e+00 2.000000000000000000e+01 2.856000000000000205e-01 -6.459999999999999964e+00
1.899999999999999911e+00 2.000000000000000000e+01 3.081999999999999740e-01 -6.413000000000000256e+00
1.899999999999999911e+00 2.000000000000000000e+01 3.296999999999999931e-01 -6.371999999999999886e+00
1.899999999999999911e+00 2.000000000000000000e+01 3.502000000000000113e-01 -6.336999999999999744e+00
1.899999999999999911e+00 2.000000000000000000e+01 3.698000000000000176e-01 -6.306000000000000050e+00
1.899999999999999911e+00 2.000000000000000000e+01 3.886000000000000010e-01 -6.280999999999999694e+00
1.899999999999999911e+00 2.000000000000000000e+01 4.066000000000000170e-01 -6.259000000000000341e+00
1.899999999999999911e+00 2.000000000000000000e+01 4.238999999999999990e-01 -6.241999999999999993e+00
1.899999999999999911e+00 2.000000000000000000e+01 4.405999999999999917e-01 -6.229000000000000092e+00
1.899999999999999911e+00 2.000000000000000000e+01 4.566000000000000059e-01 -6.219999999999999751e+00
1.899999999999999911e+00 2.000000000000000000e+01 4.721000000000000196e-01 -6.214999999999999858e+00
1.899999999999999911e+00 2.000000000000000000e+01 4.870999999999999774e-01 -6.213000000000000078e+00
1.899999999999999911e+00 2.000000000000000000e+01 5.016000000000000458e-01 -6.214999999999999858e+00
1.899999999999999911e+00 2.000000000000000000e+01 5.155999999999999472e-01 -6.219999999999999751e+00
1.899999999999999911e+00 2.000000000000000000e+01 5.292000000000000037e-01 -6.227999999999999758e+00
1.899999999999999911e+00 2.000000000000000000e+01 5.423999999999999932e-01 -6.240000000000000213e+00
1.899999999999999911e+00 2.000000000000000000e+01 5.552000000000000268e-01 -6.253000000000000114e+00
1.899999999999999911e+00 2.000000000000000000e+01 5.675999999999999934e-01 -6.269000000000000128e+00
1.899999999999999911e+00 2.000000000000000000e+01 5.796999999999999931e-01 -6.286999999999999922e+00
1.899999999999999911e+00 2.000000000000000000e+01 5.915000000000000258e-01 -6.307000000000000384e+00
1.899999999999999911e+00 2.000000000000000000e+01 6.029999999999999805e-01 -6.328000000000000291e+00
1.899999999999999911e+00 2.000000000000000000e+01 6.141999999999999682e-01 -6.349999999999999645e+00
1.899999999999999911e+00 2.000000000000000000e+01 6.250999999999999890e-01 -6.373000000000000220e+00
1.899999999999999911e+00 2.000000000000000000e+01 6.357000000000000428e-01 -6.397000000000000242e+00
1.899999999999999911e+00 2.000000000000000000e+01 6.461000000000000076e-01 -6.421999999999999709e+00
1.899999999999999911e+00 2.000000000000000000e+01 6.562000000000000055e-01 -6.445999999999999730e+00
1.899999999999999911e+00 2.000000000000000000e+01 6.661000000000000254e-01 -6.471000000000000085e+00
1.899999999999999911e+00 2.000000000000000000e+01 6.757999999999999563e-01 -6.496000000000000441e+00
1.899999999999999911e+00 2.000000000000000000e+01 6.853000000000000203e-01 -6.520999999999999908e+00
1.899999999999999911e+00 2.000000000000000000e+01 6.945999999999999952e-01 -6.546000000000000263e+00
1.899999999999999911e+00 2.000000000000000000e+01 7.036999999999999922e-01 -6.570000000000000284e+00
1.899999999999999911e+00 2.000000000000000000e+01 7.126000000000000112e-01 -6.594000000000000306e+00
