2.000000000000000000e+00 2.010999999999999943e+01 -6.988999999999999657e-01 -1.026999999999999957e+01 1.220000000000000000e+02
2.000000000000000000e+00 2.010999999999999943e+01 -4.442999999999999727e-01 -1.075000000000000000e+01 1.240000000000000000e+02
2.000000000000000000e+00 2.010999999999999943e+01 -3.501000000000000223e-01 -1.092999999999999972e+01 1.250000000000000000e+02
2.000000000000000000e+00 2.010999999999999943e+01 -2.006000000000000005e-01 -8.566000000000000725e+00 1.270000000000000000e+02
2.000000000000000000e+00 2.010999999999999943e+01 -3.663999999999999896e-02 -6.858999999999999986e+00 1.300000000000000000e+02
2.000000000000000000e+00 2.010999999999999943e+01 4.816000000000000142e-02 -6.543000000000000149e+00 1.320000000000000000e+02
2.000000000000000000e+00 2.010999999999999943e+01 8.544000000000000206e-02 -6.437999999999999723e+00 1.330000000000000000e+02
2.000000000000000000e+00 2.010999999999999943e+01 1.199999999999999956e-01 -6.357000000000000206e+00 1.340000000000000000e+02
2.000000000000000000e+00 2.010999999999999943e+01 1.521000000000000130e-01 -6.293999999999999595e+00 1.350000000000000000e+02
2.000000000000000000e+00 2.010999999999999943e+01 2.102999999999999869e-01 -6.208000000000000185e+00 1.370000000000000000e+02
2.000000000000000000e+00 2.010999999999999943e+01 2.368000000000000105e-01 -6.179999999999999716e+00 1.380000000000000000e+02
2.000000000000000000e+00 2.010999999999999943e+01 2.619000000000000217e-01 -6.158999999999999808e+00 1.390000000000000000e+02
2.000000000000000000e+00 2.010999999999999943e+01 2.856000000000000205e-01 -6.144999999999999574e+00 1.400000000000000000e+02
2.000000000000000000e+00 2.010999999999999943e+01 3.296999999999999931e-01 -6.131999999999999673e+00 1.420000000000000000e+02
2.000000000000000000e+00 2.010999999999999943e+01 3.502000000000000113e-01 -6.133000000000000007e+00 1.430000000000000000e+02
2.000000000000000000e+00 2.010999999999999943e+01 3.698000000000000176e-01 -6.136999999999999567e+00 1.440000000000000000e+02
2.000000000000000000e+00 2.010999999999999943e+01 3.886000000000000010e-01 -6.145999999999999908e+00 1.450000000000000000e+02
2.000000000000000000e+00 2.010999999999999943e+01 4.238999999999999990e-01 -6.176000000000000156e+00 1.470000000000000000e+02
2.000000000000000000e+00 2.010999999999999943e+01 4.405999999999999917e-01 -6.195999999999999730e+00 1.480000000000000000e+02
2.000000000000000000e+00 2.010999999999999943e+01 4.566000000000000059e-01 -6.217999999999999972e+00 1.490000000000000000e+02
2.000000000000000000e+00 2.010999999999999943e+01 4.721000000000000196e-01 -6.243000000000000327e+00 1.500000000000000000e+02
2.000000000000000000e+00 2.010999999999999943e+01 5.016000000000000458e-01 -6.296999999999999709e+00 1.520000000000000000e+02
2.000000000000000000e+00 2.010999999999999943e+01 5.155999999999999472e-01 -6.326999999999999957e+00 1.530000000000000000e+02
2.000000000000000000e+00 2.010999999999999943e+01 5.292000000000000037e-01 -6.355999999999999872e+00 1.540000000000000000e+02
2.000000000000000000e+00 2.010999999999999943e+01 5.423999999999999932e-01 -6.386999999999999567e+00 1.550000000000000000e+02
2.000000000000000000e+00 2.010999999999999943e+01 5.675999999999999934e-01 -6.447000000000000064e+00 1.570000000000000000e+02
2.000000000000000000e+00 2.010999999999999943e+01 5.796999999999999931e-01 -6.477000000000000313e+00 1.580000000000000000e+02
2.000000000000000000e+00 2.010999999999999943e+01 5.915000000000000258e-01 -6.506999999999999673e+00 1.590000000000000000e+02
2.000000000000000000e+00 2.071999999999999886e+01 -1.133000000000000007e+00 -9.592000000000000526e+00 1.800000000000000000e+02
2.000000000000000000e+00 2.071999999999999886e+01 -8.814999999999999503e-01 -9.951000000000000512e+00 1.810000000000000000e+02
2.000000000000000000e+00 2.071999999999999886e+01 -6.988999999999999657e-01 -1.025999999999999979e+01 1.820000000000000000e+02
2.000000000000000000e+00 2.071999999999999886e+01 -5.578999999999999515e-01 -1.052999999999999936e+01 1.830000000000000000e+02
2.000000000000000000e+00 2.071999999999999886e+01 -4.442999999999999727e-01 -1.074000000000000021e+01 1.840000000000000000e+02
2.000000000000000000e+00 2.071999999999999886e+01 -3.501000000000000223e-01 -1.091999999999999993e+01 1.850000000000000000e+02
2.000000000000000000e+00 2.071999999999999886e+01 -2.700000000000000178e-01 -1.107000000000000028e+01 1.860000000000000000e+02
2.000000000000000000e+00 2.071999999999999886e+01 -2.006000000000000005e-01 -8.654999999999999361e+00 1.870000000000000000e+02
2.000000000000000000e+00 2.071999999999999886e+01 -1.396999999999999909e-01 -7.554999999999999716e+00 1.880000000000000000e+02
2.000000000000000000e+00 2.071999999999999886e+01 -8.544000000000000206e-02 -7.128999999999999559e+00 1.890000000000000000e+02
2.000000000000000000e+00 2.071999999999999886e+01 -3.663999999999999896e-02 -6.868999999999999773e+00 1.900000000000000000e+02
2.000000000000000000e+00 2.071999999999999886e+01 7.653000000000000080e-03 -6.685999999999999943e+00 1.910000000000000000e+02
2.000000000000000000e+00 2.071999999999999886e+01 4.816000000000000142e-02 -6.549000000000000377e+00 1.920000000000000000e+02
2.000000000000000000e+00 2.071999999999999886e+01 8.544000000000000206e-02 -6.442999999999999616e+00 1.930000000000000000e+02
2.000000000000000000e+00 2.071999999999999886e+01 1.199999999999999956e-01 -6.360999999999999766e+00 1.940000000000000000e+02
2.000000000000000000e+00 2.071999999999999886e+01 1.521000000000000130e-01 -6.296999999999999709e+00 1.950000000000000000e+02
2.000000000000000000e+00 2.071999999999999886e+01 1.821000000000000119e-01 -6.248000000000000220e+00 1.960000000000000000e+02
2.000000000000000000e+00 2.071999999999999886e+01 2.102999999999999869e-01 -6.209999999999999964e+00 1.970000000000000000e+02
2.000000000000000000e+00 2.071999999999999886e+01 2.368000000000000105e-01 -6.182000000000000384e+00 1.980000000000000000e+02
2.000000000000000000e+00 2.071999999999999886e+01 2.619000000000000217e-01 -6.160999999999999588e+00 1.990000000000000000e+02
2.000000000000000000e+00 2.071999999999999886e+01 2.856000000000000205e-01 -6.145999999999999908e+00 2.000000000000000000e+02
2.000000000000000000e+00 2.071999999999999886e+01 3.081999999999999740e-01 -6.136999999999999567e+00 2.010000000000000000e+02
2.000000000000000000e+00 2.071999999999999886e+01 3.296999999999999931e-01 -6.131999999999999673e+00 2.020000000000000000e+02
2.000000000000000000e+00 2.071999999999999886e+01 3.502000000000000113e-01 -6.133000000000000007e+00 2.030000000000000000e+02
2.000000000000000000e+00 2.071999999999999886e+01 3.698000000000000176e-01 -6.136999999999999567e+00 2.040000000000000000e+02
2.000000000000000000e+00 2.071999999999999886e+01 3.886000000000000010e-01 -6.145999999999999908e+00 2.050000000000000000e+02
2.000000000000000000e+00 2.071999999999999886e+01 4.066000000000000170e-01 -6.158000000000000362e+00 2.060000000000000000e+02
2.000000000000000000e+00 2.071999999999999886e+01 4.238999999999999990e-01 -6.174000000000000377e+00 2.070000000000000000e+02
2.000000000000000000e+00 2.071999999999999886e+01 4.405999999999999917e-01 -6.192999999999999616e+00 2.080000000000000000e+02
2.000000000000000000e+00 2.071999999999999886e+01 4.566000000000000059e-01 -6.216000000000000192e+00 2.090000000000000000e+02
2.000000000000000000e+00 2.071999999999999886e+01 4.721000000000000196e-01 -6.240000000000000213e+00 2.100000000000000000e+02
2.000000000000000000e+00 2.071999999999999886e+01 4.870999999999999774e-01 -6.266000000000000014e+00 2.110000000000000000e+02
2.000000000000000000e+00 2.071999999999999886e+01 5.016000000000000458e-01 -6.293999999999999595e+00 2.120000000000000000e+02
2.000000000000000000e+00 2.071999999999999886e+01 5.155999999999999472e-01 -6.323000000000000398e+00 2.130000000000000000e+02
2.000000000000000000e+00 2.071999999999999886e+01 5.292000000000000037e-01 -6.352999999999999758e+00 2.140000000000000000e+02
2.000000000000000000e+00 2.071999999999999886e+01 5.423999999999999932e-01 -6.383000000000000007e+00 2.150000000000000000e+02
2.000000000000000000e+00 2.071999999999999886e+01 5.552000000000000268e-01 -6.413000000000000256e+00 2.160000000000000000e+02
2.000000000000000000e+00 2.071999999999999886e+01 5.675999999999999934e-01 -6.442999999999999616e+00 2.170000000000000000e+02
2.000000000000000000e+00 2.071999999999999886e+01 5.796999999999999931e-01 -6.472999999999999865e+00 2.180000000000000000e+02
2.000000000000000000e+00 2.071999999999999886e+01 5.915000000000000258e-01 -6.501999999999999780e+00 2.190000000000000000e+02
2.000000000000000000e+00 2.071999999999999886e+01 6.029999999999999805e-01 -6.530999999999999694e+00 2.200000000000000000e+02
2.000000000000000000e+00 2.189000000000000057e+01 -1.133000000000000007e+00 -9.567000000000000171e+00 3.000000000000000000e+02
2.000000000000000000e+00 2.189000000000000057e+01 -8.814999999999999503e-01 -9.926999999999999602e+00 3.010000000000000000e+02
2.000000000000000000e+00 2.189000000000000057e+01 -6.988999999999999657e-01 -1.024000000000000021e+01 3.020000000000000000e+02
